volume,combo,nr_tokens,priceUSD,nr_txs,prva,druga
1239398.01258,BTCETH,4761.71804042,260.671238734,1751,BTC,ETH
4845215.917,BTCEUR,1288.9095314,3751.05925589,3452,BTC,EUR
196240.690487,BTCLTC,4165.91544966,47.2133667463,289,BTC,LTC
36441964.2501,BTCUSD,9739.46196854,3738.53113966,8757,BTC,USD
320591.728462,BTCXRP,1813409.46161,0.175687202561,705,BTC,XRP
1034791.47905,ETHBTC,3987.20946044,260.728456555,1595,ETH,BTC
2237624.17736,ETHEUR,8244.66878037,270.364853294,3282,ETH,EUR
4841666.48986,ETHUSD,17846.9187204,271.269737773,6216,ETH,USD
4227385.78592,EURBTC,1121.73913854,3766.78504059,4919,EUR,BTC
2856820.73329,EURETH,10567.2975221,270.382648416,3761,EUR,ETH
525544.061644,EURLTC,10667.6770808,49.2553445005,1053,EUR,LTC
588554.174076,EURUSD,497225.30188,1.18484219541,1699,EUR,USD
264142.41048,EURXRP,1485015.27337,0.177873941344,723,EUR,XRP
212947.499689,LTCBTC,4531.52821239,47.1498396591,445,LTC,BTC
738342.661534,LTCEUR,15049.8305043,48.7753686876,1556,LTC,EUR
1826781.67972,LTCUSD,37409.4735423,49.0871942446,1946,LTC,USD
30546331.4638,USDBTC,8158.63859185,3744.55774329,10276,USD,BTC
3098282.64543,USDETH,11456.9296073,272.149735317,5176,USD,ETH
529227.114407,USDEUR,445311.88603,1.18805818708,1037,USD,EUR
1403400.69261,USDLTC,28655.5638066,49.2086014851,1616,USD,LTC
1035951.76228,USDXRP,5834185.46961,0.177752950423,1654,USD,XRP
474249.941921,XRPBTC,2673854.02371,0.175007099402,758,XRP,BTC
511692.484179,XRPEUR,2890064.76606,0.177338786178,1190,XRP,EUR
1166261.7862,XRPUSD,6576558.5028,0.177098031233,1793,XRP,USD
